Customer_ID,First Name,Last Name,EMAIL,Phone,Gender,Date_Of_Birth,Country,City,Postal Code,Loyalty_Tier,Join Date,Last Purchase Date,Total_Orders,Lifetime Value USD,Avg Order Value USD,Churn_Risk_Score,Preferred Channel,Acquisition Source,Is_Subscribed_Newsletter,Account_Status
CUST-701537,Amara,Brown,user6067@gmail.com,+90-9646612690,Non-binary,1990-06-08,AU,  Perth  ,,Silver ,2018-05-22,2024-03-25,57,792.18,13.9,0.224,In-Store,Social Media,0,Active
CUST-142606,John,Jones,user8156@icloud.com,+87-5017223134,Non-binary,07-22-1968,JP,Nagoya,14100.0,Gold,2022-12-19,,93,569.0,6.12,,Phone Order,Social Media,1,Active
CUST-454871,Priya,Rossi,user6888@yahoo.com,+18-9017083978,FEMALE,1986-03-09,ZA,Pretoria,,Bronze,2020-12-04,2023-03-26,114,153.61,1.35,,,TV Ad,0,Active
CUST-962886,Amara,Okonkwo,user3745@gmail.com,+17-9756153831,F,20 Apr 1962,BR,Salvador,42389.0,Bronze,2020-04-28,2024-04-02,37,5178.96,139.97,0.977,Marketplace,Social Media,0,Active
CUST-135209,Mary,Müller,user5019@gmail.com,+89-3408020710,Prefer not to say,1996-02-19,JP,Osaka,55038.0,Bronze,2023-04-05,2023-02-15,83,476.81,5.74,0.915,Wholesale,Influencer,1,Active
CUST-714719,Robert,Wilson,user4652@outlook.com,+53-7551865291,M,29/03/1987,IN,Delhi,92489.0,Bronze,2020-07-08,2023-06-16,63,537.9,8.54,0.388,In-Store,Influencer,1,Active
CUST-210032,Sofia,Johnson,user4153@gmail.com,+33-1355643801,M,2000-12-27,GB,  Birmingham  ,89162.0,Gold,2018-03-28,2023-12-30,21,130.5,6.21,0.895,Wholesale,In-Store,1,Active
CUST-123642,Ahmed,Garcia,user6652@yahoo.com,+46-2164692728,Non-binary,1997-06-06,CA,Montreal,80183.0,Bronze,2018-01-16,,100,60.88,0.61,0.175,Marketplace,Organic Search,0,Active
CUST-271158,Sofia,Deschamps,user1557@gmail.com,,Prefer not to say,12/09/1969,FR,Toulouse,45584.0,Platinum,2020-07-28,2024-06-28,79,234.4,2.97,0.367,Mobile App,Social Media,0,Active
CUST-539186,James,Miller,user6567@gmail.com,+92-7902066635,Non-binary,1987-06-30,CA,Calgary,42415.0,Bronze,2020-02-01,2023-06-18,44,419.11,9.53,0.331,Wholesale,,1,Active
CUST-242479,Linda,Johnson,user2817@outlook.com,+76-7846626152,M,1980-02-04,FR,Nantes,34946.0,Bronze,2024-02-06,2024-02-03,85,1538.53,,0.85,Phone Order,Paid Ads,0,Inactive
CUST-982459,Robert,Williams,user8466@gmail.com,+26-2347934815,Non-binary,05-06-1956,SG,Singapore,90496.0,Bronze,2021-02-04,2024-04-01,63,289.74,4.6,0.107,Mobile App,,1,Active
CUST-776226,James,Kumar,user5767@gmail.com,+86-5392783490,F,1989-05-15,IN,Mumbai,,Bronze,"July 02, 2022",2023-06-13,30,509.2,16.97,0.834,Mobile App,Influencer,1,Active
CUST-743365,Ahmed,Kumar,user2121@gmail.com,+4-1377630686,Non-binary,1955-10-12,IN,Chennai,24143.0,Silver,2018-09-27,2023-12-28,57,1611.52,28.27,0.73,Wholesale,Influencer,1,Active
CUST-392095,Ahmed,Rossi,user2574@yahoo.com,+62-7553467913,Prefer not to say,1971-07-13,JP,Yokohama,45251.0,Gold,2019-06-02,2023-12-16,106,335.83,3.17,,In-Store,Organic Search,1,Active
CUST-240904,Diego,Jones,user9966@gmail.com,+20-7637472844,Non-binary,1982-04-03,DE,Berlin,52337.0,Bronze,2022-09-07,2023-02-11,82,1075.61,13.12,0.591,,Organic Search,1,Inactive
CUST-825493,Diego,Okonkwo,user3482@gmail.com,,M,1965-09-10,AU,  Perth  ,73073.0,Bronze,2021-04-22,2023-05-21,114,838.54,7.36,0.036,Mobile App,Social Media,1,Active
CUST-310973,Robert,Wilson,user6899@icloud.com,+58-7749729805,Prefer not to say,08-31-2000,BR,Brasília,77457.0,Gold,"January 01, 2023",2023-08-14,90,562.61,6.25,0.535,,Social Media,1,Inactive
CUST-882014,Priya,Taylor,user7423@yahoo.com,,M,07-21-1963,US,Houston,95932.0,Silver,2022-09-19,2024-05-30,58,285.41,4.92,0.386,Marketplace,Social Media,1,Active
CUST-473442,Amara,Johnson,user7910@gmail.com,,Non-binary,1978-10-30,US,New York,,Bronze,2022-05-17,2023-04-17,77,615.28,7.99,0.28,,Email,0,Active
CUST-870358,Patricia,Miller,user9044@icloud.com,+99-4568561916,Non-binary,22 Apr 1963,AU,Brisbane,85869.0,Bronze,2022-10-06,2024-02-11,32,492.74,15.4,0.636,Online,In-Store,1,Active
CUST-579906,Liam,Santos,user9572@icloud.com,+11-2653123553,M,1993-02-20,IN,Pune,32280.0,Silver,2020-03-16,2023-08-06,108,157.36,1.46,,Marketplace,,0,Active
CUST-516723,Sofia,Davis,user3821@gmail.com,,M,1966-04-26,IN,Hyderabad,26592.0,Bronze,2018-08-25,2023-09-18,53,603.78,11.39,0.92,Wholesale,Email,1,Suspended
CUST-877624,Chen,Müller,user8155@yahoo.com,+96-4902749233,Prefer not to say,1966-12-14,US,Houston,55467.0,Silver,2022-05-30,,19,532.81,28.04,,Marketplace,,1,Active
CUST-421169,Fatima,Zhang,user8527@hotmail.com,+23-1485827183,M,1999-06-02,IN,Delhi,,Platinum,2023-12-28,2023-05-28,46,79.42,1.73,0.077,Marketplace,Paid Ads,1,Active
CUST-737080,Jennifer,Nguyen,,,female,1987-03-27,IN,  Pune  ,11166.0,Bronze,2021-04-25,,69,317.55,4.6,0.112,Wholesale,Email,0,Active
CUST-431635,Mary,Williams,user7912@icloud.com,+81-8918257804,Non-binary,14/11/1963,GB,Manchester,,Bronze,2022-06-29,2023-09-16,33,637.86,19.33,0.268,Wholesale,TV Ad,1,Inactive
CUST-629094,Sofia,Tanaka,user1184@gmail.com,+21-7608781018,F,1972-08-11,FR,Nantes,51322.0,Bronze,2018-09-30,2023-02-23,74,593.27,8.02,,Wholesale,Social Media,0,Active
CUST-492651,Linda,Zhang,user7066@yahoo.com,+49-6655203867,Non-binary,1993-08-12,IN,Bangalore,83137.0,Bronze,2022-05-30,2023-01-24,111,224.32,2.02,0.9,Online,Paid Ads,1,Active
CUST-590783,Ahmed,Tanaka,user3503@gmail.com,,,1996-11-20,BR,São Paulo,86789.0,Bronze,10/09/2019,,75,109.8,1.46,,Wholesale,Influencer,1,Active
CUST-583273,Ahmed,Okonkwo,user1760@gmail.com,+34-3404748551,Non-binary,22 Oct 2000,US,Houston,65030.0,Bronze,2020-08-18,2023-09-30,115,162.99,1.42,0.861,,Organic Search,1,Inactive
CUST-865045,Priya,Garcia,user1208@hotmail.com,+52-8823943469,M,1998-10-30,IN,Hyderabad,61075.0,Silver,2019-02-01,2023-11-22,85,880.64,10.36,,Mobile App,Email,0,Active
CUST-595051,Chen,Brown,user7982@outlook.com,+65-4529155270,Prefer not to say,1977-08-31,ZA,Durban,10167.0,Silver,2024-02-09,2023-03-26,24,4200.24,175.01,0.473,Online,TV Ad,0,Active
CUST-901721,Priya,Jones,user5803@icloud.com,+45-9524193719,Prefer not to say,1998-09-28,ZA,Pretoria,36710.0,Bronze,2018-09-17,2024-05-31,11,60.0,5.45,,Mobile App,,1,Active
CUST-315251,Robert,Wilson,user6954@yahoo.com,+68-5651095748,Non-binary,1979-12-11,IN,Hyderabad,10529.0,Bronze,2018-11-09,2023-09-06,41,2701.11,65.88,0.486,Wholesale,Referral,0,Active
CUST-399402,Robert,Miller,user8357@hotmail.com,+84-8641756373,F,1956-05-30,AU,Melbourne,53275.0,Silver,29/03/2019,,91,394.44,4.33,0.996,,Social Media,0,Active
CUST-328625,Barbara,Okonkwo,user5659@yahoo.com,+35-2732731993,,1965-07-18,ZA,  Cape Town  ,28444.0,Bronze,"February 19, 2019",2023-09-14,120,68.64,0.57,0.363,Online,Organic Search,0,Active
CUST-182185,James,Garcia,user5985@icloud.com,+65-9649862663,Non-binary,1976-03-11,US,Phoenix,87567.0,Bronze,2020-06-14,2023-05-30,102,1226.64,12.03,0.314,Online,Organic Search,1,Active
CUST-684705,Fatima,Brown,user9133@yahoo.com,+46-5655668074,Non-binary,1983-07-11,CA,Calgary,63628.0,Silver,2023-05-06,2023-10-23,114,230.35,2.02,0.569,Phone Order,Social Media,1,Active
CUST-172826,Patricia,Müller,user6478@hotmail.com,+8-8325855586,,04/11/2000,US,Chicago,52793.0,Bronze,2023-12-19,2023-07-25,115,464.41,4.04,0.489,,TV Ad,0,Inactive
CUST-284617,Michael,Smith,user8441@gmail.com,,Non-binary,1973-04-27,US,Seattle,15501.0,Silver,2023-05-27,,6,1335.65,222.61,0.701,In-Store,Email,0,Active
CUST-986492,Yuki,Nguyen,USER9775@GMAIL.COM,+72-8778842772,M,1999-07-11,BR,Brasília,46610.0,Gold,"January 13, 2021",2024-03-31,69,820.6,11.89,0.28,Phone Order,In-Store,0,active
CUST-468168,Barbara,Zhang,user4621@gmail.com,+19-6500763964,M,1989-11-13,CA,Calgary,,Gold,2023-08-15,2024-06-19,15,173.56,11.57,0.356,Mobile App,In-Store,0,Active
CUST-955957,Michael,Smith,user4679@outlook.com,+34-5221376094,Non-binary,1957-04-15,US,Chicago,22737.0,Bronze,2022-12-22,2024-01-09,72,206.75,2.87,0.219,Phone Order,In-Store,1,Active
CUST-834998,Mary,Williams,user8532@outlook.com,+10-2850971537,Prefer not to say,2000-05-20,GB,Leeds,,Bronze,2024-03-08,,120,286.01,2.38,,,Influencer,1,Active
CUST-107681,Yuki,Müller,USER2054@HOTMAIL.COM,+70-8422513366,m,1961-07-23,US,New York,46163.0,Bronze,2019-10-17,2023-10-30,61,11.01,0.18,0.612,Mobile App,Social Media,1,active
CUST-504876,Ahmed,Kumar,user6668@gmail.com,+50-8968118876,Non-binary,1963-09-11,US,Phoenix,91990.0,Bronze,2023-06-09,2024-05-02,83,1348.27,16.24,,Phone Order,Organic Search,0,Active
CUST-906409,John,Tanaka,user5762@gmail.com,+12-3108787378,M,1998-04-26,BR,Salvador,22796.0,Bronze,2019-05-21,2023-05-22,57,1022.83,17.94,0.54,Phone Order,,1,Active
CUST-812153,Jennifer,Deschamps,user4242@hotmail.com,+12-7591487440,Prefer not to say,1978-04-22,CA,Ottawa,58652.0,Bronze,2023-02-27,2023-01-11,12,2158.1,179.84,,,Social Media,0,Inactive
CUST-813557,Priya,Rossi,user6962@gmail.com,+46-2469380305,,08 Feb 1965,JP,Sapporo,26859.0,Bronze,2020-05-12,2023-05-16,46,2481.51,53.95,0.889,In-Store,Email,1,Active
CUST-519187,Robert,Patel,user8843@outlook.com,+17-5121313206,Prefer not to say,1958-02-15,DE,Berlin,98184.0,Bronze,2021-02-23,2023-02-05,5,374.63,74.93,0.846,Wholesale,Paid Ads,0,Active
CUST-233520,Patricia,Williams,user8451@gmail.com,+34-6769967677,Non-binary,1978-04-27,AU,Perth,16153.0,Bronze,2023-01-10,2024-01-11,70,468.65,6.69,0.154,Online,Organic Search,0,Active
CUST-651094,Chen,Tanaka,user6336@gmail.com,,,1955-02-19,US,Seattle,88639.0,Platinum,2019-09-06,2023-03-30,99,1003.59,10.14,,,Influencer,0,Active
CUST-888516,Robert,Miller,user5313@gmail.com,+11-9878258990,Prefer not to say,2002-02-26,BR,Rio de Janeiro,,Gold,2021-02-05,2023-12-22,26,176.91,,0.873,Wholesale,,0,Active
CUST-595932,Sofia,Davis,user6420@gmail.com,+94-3438793394,F,1993-09-21,IN,Delhi,56993.0,Bronze,2020-07-21,2024-05-29,32,965.98,30.19,0.684,,Influencer,0,Active
CUST-314401,Liam,Rossi,user9887@hotmail.com,+74-9268957068,F,1962-11-12,US,Phoenix,81141.0,Bronze,2018-02-08,2023-08-25,78,415.68,5.33,,Marketplace,,0,Suspended
CUST-435717,Yuki,Williams,user9896@gmail.com,+81-2322819414,F,1992-10-27,CA,  Vancouver  ,89045.0,Platinum,2018-06-06,2024-02-25,7,518.18,74.03,0.71,Online,In-Store,1,Active
CUST-186083,Robert,Rossi,user5980@gmail.com,+1-2628404771,Non-binary,1968-12-22,JP,Nagoya,76180.0,Platinum,2018-06-01,2023-04-13,73,278.65,3.82,0.459,Wholesale,Social Media,0,Active
CUST-227168,Priya,Johnson,user9105@gmail.com,+53-1288999747,Non-binary,06 Jul 1957,DE,Frankfurt,,Silver,2019-10-28,2023-05-14,84,1556.21,18.53,0.778,Marketplace,Influencer,0,Active
CUST-880862,William,Zhang,user1816@gmail.com,+78-9645977407,Prefer not to say,13 Sep 1958,US,New York,20972.0,Silver,2021-06-06,,40,2002.75,50.07,0.304,Wholesale,Organic Search,1,Active
CUST-109470,Barbara,Jones,user3088@gmail.com,+37-1296274497,Prefer not to say,1963-03-13,GB,Glasgow,68644.0,Silver,2023-01-01,2024-03-04,6,1078.45,179.74,0.802,Mobile App,TV Ad,1,Inactive
CUST-223304,Lucas,Patel,user3138@gmail.com,+82-9104692237,Prefer not to say,2003-08-27,CA,Vancouver,67263.0,Silver,2023-09-06,2023-01-29,68,254.06,3.74,0.865,Wholesale,,0,Active
CUST-769329,Lucas,Müller,user3087@yahoo.com,+83-2048507644,m,01 Aug 1983,GB,Glasgow,36191.0,Bronze,2022-10-14,2023-08-13,112,520.62,4.65,0.13,Marketplace,Email,0,Active
CUST-796953,Liam,Johnson,user8945@icloud.com,,F,1967-05-02,JP,Tokyo,44370.0,Silver,16/06/2023,2024-04-01,114,721.67,6.33,0.623,Marketplace,Referral,0,Inactive
CUST-864514,James,Johnson,user3835@gmail.com,+19-4663123203,M,2001-11-08,AU,Sydney,60112.0,Bronze,2021-12-02,2024-01-03,111,332.76,3.0,,,Paid Ads,0,Inactive
CUST-376094,James,Williams,,+81-8765448248,Prefer not to say,12/12/1956,AU,Sydney,,Bronze,2020-10-01,2023-03-17,7,89.66,12.81,,Marketplace,Social Media,1,Active
CUST-422334,Fatima,Kumar,user6965@gmail.com,+3-1961127004,F,1996-05-08,BR,Rio de Janeiro,,Platinum,2018-11-04,2024-01-08,81,867.22,10.71,0.465,,Referral,0,Active
CUST-927037,Barbara,Müller,user5748@outlook.com,+28-4791379769,M,1980-06-22,IN,Pune,25606.0,Bronze,2020-04-10,2023-05-05,59,1778.5,30.14,0.373,Phone Order,Paid Ads,0,Inactive
CUST-977384,Fatima,Johnson,user2467@hotmail.com,+82-1175916577,Prefer not to say,1986-09-09,US,Phoenix,41887.0,Bronze,"December 05, 2023",2024-06-24,113,204.51,1.81,0.432,Wholesale,Referral,1,Inactive
CUST-611359,Barbara,Müller,USER6607@YAHOO.COM,+31-8136732984,M,1976-12-24,AU,Perth,17001.0,Bronze,2019-08-12,2023-02-26,111,10.51,0.09,0.704,,Paid Ads,0,Active
CUST-798862,John,Patel,user9727@yahoo.com,+52-3341834478,Prefer not to say,1977-06-08,GB,Birmingham,28944.0,Bronze,2021-09-05,2023-08-29,22,949.87,43.18,0.421,In-Store,Influencer,1,Active
CUST-202976,Lucas,Rossi,user4688@gmail.com,,M,1970-01-24,CA,Ottawa,14873.0,Gold,2018-12-26,2023-08-08,98,223.94,2.29,0.187,,,0,Active
CUST-668206,Mary,Williams,user3139@gmail.com,,Non-binary,1955-03-16,DE,Berlin,18060.0,Bronze,2019-12-18,2024-01-04,52,473.91,9.11,0.648,Mobile App,TV Ad,0,Inactive
CUST-651754,Fatima,Okonkwo,user6917@yahoo.com,+72-9429085706,Non-binary,1960-03-16,IN,Bangalore,81430.0,Bronze,2019-01-27,2023-02-25,69,1177.23,,0.762,Marketplace,Referral,0,Active
CUST-387413,Ahmed,Deschamps,user6216@hotmail.com,+3-1019415060,MALE,1962-12-08,BR,Salvador,17310.0,Bronze,2020-05-07,2023-01-16,27,177.43,6.57,0.269,Mobile App,Social Media,1,Active
CUST-591829,Barbara,Johnson,user7697@gmail.com,+35-3208976642,Non-binary,01-30-1969,SG,Singapore,,SILVER,2020-09-18,2023-09-27,99,544.68,5.5,,,Referral,1,Active
CUST-669914,Patricia,Wilson,user1759@gmail.com,+18-2124491919,Non-binary,1957-11-21,FR,Marseille,59877.0,Silver,2019-09-12,2024-04-26,85,327.72,3.86,,,TV Ad,1,Inactive
CUST-124264,James,Müller,user5526@gmail.com,+97-9847741522,M,1990-04-22,CA,Toronto,11900.0,Gold,2022-09-01,2024-03-13,43,2687.04,62.49,,Marketplace,Social Media,0,Inactive
CUST-928121,Liam,Müller,user7065@gmail.com,+84-7909401512,M,1975-11-06,SG,Singapore,75903.0,Silver,2023-03-29,,112,1000.92,,0.537,Phone Order,Paid Ads,0,Suspended
CUST-514414,Jennifer,Wilson,user1331@gmail.com,+42-5243891166,Non-binary,02-27-1990,ZA,Cape Town,75630.0,Silver,2021-01-14,2024-03-02,10,1321.41,132.14,0.584,Mobile App,Organic Search,0,Active
CUST-192965,Sofia,Taylor,user6927@icloud.com,+49-9964155136,MALE,05-31-1989,AU,Brisbane,11059.0,Bronze,2019-01-27,2023-08-08,71,148.82,2.1,0.551,Wholesale,Referral,1,Active
CUST-121461,William,Okonkwo,user9525@hotmail.com,+80-1756006216,M,09/01/1967,JP,Sapporo,56818.0,Gold,2022-01-09,2023-11-30,51,276.17,5.42,0.466,Phone Order,Organic Search,0,Inactive
CUST-967977,Yuki,Zhang,user4586@gmail.com,+10-3249830207,Prefer not to say,1976-11-05,JP,Tokyo,,Gold,2022-07-01,2024-01-20,47,1860.99,39.6,0.035,,Email,0,Active
CUST-452625,Chen,Santos,user7788@gmail.com,+97-7870640392,MALE,1990-01-15,JP,Osaka,42918.0,Bronze,2020-03-29,2023-12-17,88,574.25,6.53,,Online,In-Store,1,Active
CUST-784923,Yuki,Rossi,USER5335@HOTMAIL.COM,+78-4596397662,,11 Apr 1980,IN,Delhi,48993.0,Bronze,09/01/2018,2023-12-13,46,280.1,6.09,0.254,Phone Order,Organic Search,0,Inactive
CUST-407502,James,Smith,user3931@hotmail.com,,Non-binary,1961-10-13,IN,Mumbai,87384.0,Gold ,2022-12-06,2023-12-27,1,1055.47,1055.47,0.418,In-Store,Referral,1,Inactive
CUST-517044,Chen,Jones,user8019@gmail.com,,F,1970-02-22,US,Houston,99340.0,Silver,2019-02-13,2024-05-10,112,166.24,1.48,,Mobile App,Referral,0,Inactive
CUST-769542,William,Brown,USER9011@YAHOO.COM,+3-7471904249,M,24/11/1969,AU,Adelaide,61098.0,Bronze,2020-08-18,,17,456.98,26.88,0.823,Mobile App,Organic Search,1,Active
CUST-739085,William,Okonkwo,user9972@icloud.com,+54-1510976671,F,1987-11-23,SG,Singapore,76433.0,Gold,2022-11-01,2023-12-14,28,1013.63,36.2,0.658,Marketplace,Referral,1,Active
CUST-779606,John,Taylor,user2981@yahoo.com,+67-7735500615,,24 Nov 1965,JP,Sapporo,,Bronze,2022-06-15,2024-01-10,117,127.32,1.09,0.999,Phone Order,Referral,1,Active
CUST-448359,Chen,Garcia,user2067@hotmail.com,,Prefer not to say,23 Oct 1978,SG,Singapore,70115.0,Silver,2019-05-04,2023-01-21,100,615.96,,0.045,Online,Organic Search,1,Active
CUST-592872,Robert,Tanaka,user2495@icloud.com,+73-2514934211,Prefer not to say,1982-02-25,CA,Calgary,37994.0,Bronze,2023-02-13,2023-12-09,111,52.84,0.48,0.161,In-Store,Social Media,0,Active
CUST-161356,Priya,Deschamps,user4768@gmail.com,+34-5619711902,Prefer not to say,11-15-1982,BR,Salvador,19675.0,Silver,2021-04-22,2024-04-02,76,42.68,,0.92,Marketplace,In-Store,1,Active
CUST-864996,Amara,Johnson,user8990@gmail.com,+89-8942129785,Prefer not to say,1985-04-07,CA,Toronto,97185.0,Bronze,2021-11-10,2023-09-08,51,333.36,6.54,,In-Store,Influencer,0,Inactive
CUST-571960,Barbara,Nguyen,user4890@gmail.com,+62-1199183475,FEMALE,1982-10-14,US,Houston,38731.0,Bronze,2019-03-24,2023-08-28,12,1008.65,84.05,,In-Store,Paid Ads,1,Active
CUST-981612,Liam,Garcia,user4805@gmail.com,+69-2316520593,Non-binary,1962-06-20,SG,Singapore,,Bronze,2020-09-06,2023-10-29,25,714.44,28.58,,Mobile App,,1,Suspended
CUST-478552,Yuki,Okonkwo,user1324@yahoo.com,,M,06 Jul 1979,US,Dallas,20732.0,Platinum,2019-11-17,2023-11-23,18,1088.3,60.46,,Wholesale,TV Ad,1,Active
CUST-516929,Barbara,Zhang,user9271@icloud.com,+79-4348532742,Prefer not to say,01 Nov 1959,IN,Chennai,,Gold,"April 25, 2023",2023-09-21,50,125.34,2.51,,In-Store,Paid Ads,1,Active
CUST-587712,Yuki,Patel,,,Non-binary,1980-04-07,JP,Tokyo,90928.0,Silver,2021-09-14,2024-03-20,98,687.04,7.01,2.377,Marketplace,In-Store,1,Active
CUST-293785,Priya,Rossi,user7105@hotmail.com,+6-2270795385,Prefer not to say,1965-11-29,SG,Singapore,43731.0,Silver,2018-12-14,2024-01-02,85,5.84,,0.869,,Email,1,Active
CUST-308661,Jennifer,Johnson,user1774@gmail.com,,FEMALE,2000-09-22,GB,Birmingham,54772.0,Bronze,2022-12-30,2023-02-04,103,165.71,1.61,0.525,Wholesale,TV Ad,1,Active
CUST-472177,Amara,Müller,user2729@icloud.com,+11-6952442413,M,02/08/1985,ZA,Cape Town,56607.0,Bronze,2020-03-05,2024-06-26,30,449.5,14.98,0.223,Mobile App,Social Media,0,Active
CUST-234911,Michael,Müller,user3713@gmail.com,+64-8503598260,M,1997-09-20,BR,Rio de Janeiro,,Bronze,2022-01-03,2023-05-20,79,1603.48,20.3,,Wholesale,Referral,0,Active
CUST-353129,Robert,Tanaka,user3608@gmail.com,+12-6015708427,Prefer not to say,1976-03-16,BR,Brasília,44390.0,Silver,2022-09-01,2023-12-02,106,123.56,1.17,,Marketplace,Influencer,1,Active
CUST-301927,Diego,Taylor,user8727@hotmail.com,+58-5392413491,F,1990-04-02,GB,London,46197.0,Gold,2019-06-10,2023-06-30,95,142.45,1.5,0.334,,Paid Ads,1,Active
CUST-831221,Fatima,Wilson,user5800@icloud.com,+23-7155417585,M,1957-01-15,IN,Hyderabad,76450.0,Silver,2021-02-01,2023-10-24,87,1652.17,18.99,0.059,Marketplace,,0,Pending Verification
CUST-353632,Chen,Deschamps,user2077@icloud.com,+32-9206262389,Prefer not to say,11 Feb 1979,IN,Hyderabad,46832.0,Silver,2023-10-17,2023-10-17,90,300.3,3.34,0.245,,Organic Search,1,Active
CUST-856772,Robert,Santos,user3964@gmail.com,+47-8885382389,Non-binary,27/03/1964,AU,Sydney,28680.0,Bronze,2019-07-31,2024-04-02,87,973.68,11.19,0.659,Wholesale,In-Store,1,Active
CUST-946457,Chen,Müller,user1498@gmail.com,+69-3352860941,Prefer not to say,1995-03-17,DE,  Frankfurt  ,,Bronze,2020-07-29,2023-07-13,44,1121.06,25.48,0.072,Phone Order,Referral,0,Active
CUST-550996,Lucas,Müller,user8794@gmail.com,+61-5369444586,M,08/12/1965,IN,Bangalore,54206.0,Gold,2021-07-16,2024-01-28,47,1721.7,36.63,0.979,Wholesale,Referral,0,Active
